NAV_Date,NAV_Value
17/01/2019,70.8121
18/01/2019,70.823
21/01/2019,71.178
22/01/2019,70.9241
23/01/2019,70.3322
24/01/2019,70.4751
25/01/2019,70.0257
28/01/2019,69.2531
29/01/2019,69.1943
30/01/2019,69.1913
31/01/2019,70.3527
01/02/2019,70.7587
04/02/2019,70.8784
05/02/2019,71.0223
06/02/2019,71.8715
07/02/2019,71.9161
